A_Name_Ch,A_Summary,A_Keywords,A_AlsoKnown,A_Geo,A_Location,A_POIGroup,A_Name_En,A_Name_Latin,A_Phylum,A_Class,A_Order,A_Family,A_Conservation,A_Distribution,A_Habitat,A_Feature,A_Behavior,A_Diet,A_Crisis,A_Interpretation,A_Theme_Name,A_Theme_URL,A_Adopt,A_Code,A_Pic01_ALT,A_Pic01_URL,A_Pic02_ALT,A_Pic02_URL,A_Pic03_ALT,A_Pic03_URL,A_Pic04_ALT,A_Pic04_URL,A_pdf01_ALT,A_pdf01_URL,A_pdf02_ALT,A_pdf02_URL,A_Voice01_ALT,A_Voice01_URL,A_Voice02_ALT,A_Voice02_URL,A_Voice03_ALT,A_Voice03_URL,A_Vedio_URL,A_Update,A_CID
亞洲象,,大象,,MULTIPOINT ((121.5829350 24.9941690)),熱帶雨林區,,Asiatic Elephant,Elephas maximus,脊索動物門,哺乳綱,長鼻目,象科,CITES Appendix I,印度和東南亞的部分地區，包括蘇門答臘和婆羅洲。亞洲象以前分布廣泛，北部遠到喜馬拉雅山南部，遍及東南亞和中國長江。,森林。,"頭臀400~600公分;尾巴100~150公分;耳65~85公分;肩高240~300公分;體重3500~5000公斤;齒數26 成年象身上無毛，除了長睫毛及尾巴頂端的一簇毛。
亞洲象與非洲象不同之處包括:耳朵較小，背凸起呈圓形(非洲象有鞍形凹背)，鼻端只有一指(非洲象有二指)，後腳有四趾(非洲象有三趾)，前額有中溝分成兩半等。母象沒有象牙，只有短犬齒;雄象不一定有象牙，數目隨地區改變(例如在印度南部90%的雄象有象牙，而在斯里蘭卡只有7%的雄象有象牙)。雄性比雌性大，只有一些雄象有象牙。母象沒有象牙，只有短犬齒;雄象不一定有象牙，數目隨地區改變(例如在印度南部90%的雄象有象牙，而在斯里蘭卡只有7%的雄象有象牙)。雄性比雌性大，只有一些雄象有象牙。",活動時間為清晨、黃昏、夜行性.屬於樹林中的動物，白天留在濃密森林裏陰涼的地方，不似非洲象般耐熱。喜愛洗泥濘、塵土浴，可以防曬、防蟲。通常會生活在水源充足之處，主要的食物草較茂盛。每天多於2/3以上的時間用於吃，雄象一天吃170公斤的食物，雌象 l50公斤;每天喝70~200公升的水。雄象有週期性的交尾期狂暴狀態，眼睛和耳間的洞口會分泌油性腺液，期間性情非常不穩定。,草食性，包刮草，樹葉，樹皮，灌木，野香蕉樹葉及樹心，廿蔗，水果。,,,,,,AsianElephant,亞洲象,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/AsianElephant/AsianElephant_Pic01.jpg,亞洲象,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/AsianElephant/AsianElephant_Pic02.jpg,亞洲象,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/AsianElephant/AsianElephant_Pic03.jpg,亞洲象,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/AsianElephant/AsianElephant_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-Duu-35ByQs8QpjQCfBHHroP,2017/9/29,10
孟加拉虎,,老虎,,MULTIPOINT ((121.5832372 24.9941782)),熱帶雨林區,,Bengal tiger,Panthera tigris tigris,脊索動物門,哺乳綱,食肉目,貓科,瀕危 EN,亞洲,雨林，森林，紅樹林沼澤，溫帶與熱帶草原，岩石地區(多樣化，只要有足夠的水源，獵物及遮陽處),"頭臀170~229公分;尾巴95~119公分 高度 肩高91公分 體重 180~245公斤 齒數 28~30 。
貓科中體型最大，雄性又比雌性大。
毛色為黃褐色的背部和側面有黑色條詨，腹部、下巴及喉嚨為白色，下巴長有鬍鬚般的毛髮。","黃昏、夜行性，偶爾會在日間活動。
單獨生活，除了母親與幼獸以外。基本上是單獨活動，但這不代表動物間沒有互相影響; 牠們經由聽覺與嗅覺保持連繫，肛門腺會分泌一種氣味強烈的液體，有劃分 範圍和標示行跡的作用。雌性在動情期間會很頻繁地活動及發出聲音來向雄 性通知;一隻雌虎看中一隻雄虎後，牠會在雄虎前走過來晃過去，並用尾撩 撥雄虎的背。平時很安靜，只有求偶時大聲吼叫。
不喜愛炎熱的天氣，尋找陰涼的森林睡覺。天氣熱時喜歡泡水，善於游泳，也會爬樹，但沒有豹顯著的樹棲性傾向。會藏身在有獵物出現的地方附近耐心 埋伏等待，伺機捕捉。用餐時從獵物後腿及臀部吃起，每天平均約可吃6~7公 斤，並會儲存剩餘食物。",肉食性;大型哺乳動物:豬，鹿，羚羊，水牛;偶爾也吃小型哺乳動物和鳥,,,,,,Tiger,孟加拉虎,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tiger/Tiger_Pic01.jpg,孟加拉虎,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tiger/Tiger_Pic02.jpg,孟加拉虎,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tiger/Tiger_Pic03.jpg,孟加拉虎,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tiger/Tiger_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-DuRjK-JM9C47NtwvOcbxsRh,2017/9/29,11
花豹,,,,MULTIPOINT ((121.5829350 24.9944267)),熱帶雨林區,,Leopard,Panthera pardus,脊索動物門,哺乳綱,食肉目,貓科,易危 VU,範圍廣泛，包括非洲、中東、亞洲東部、西南及南部等地的森林、草原、樹叢。,多樣化:低地森林，山嶺，草原，灌木地帶，沙漠,"頭臀100-200公分；尾巴60-100； 耳約70公分；肩高50-80公分；體重40-70公斤；齒數28~30 有二種毛色。較為普遍的是花豹，淡黃褐底色上有黑色斑點，在背部及腹側的斑點形成一朵一朵花的花樣，頭部的斑點較小。黑豹數量較花豹少,仔細看身上其實也有斑點，只因與底色相近遠看不易察覺。體型雄性較大，體重約比雌性重50%。","夜行性，單獨生活。除了母親與幼獸以外。
雖然只要有適量的獵物及遮蔽處牠們能適應多種不同的環境，豹還是偏愛有樹林的地區，敏捷靈巧，善於爬樹，也會游泳但一般會避開水，不像老虎般喜愛泡水，樹棲性比較強。
常從樹上撲向獵物，有時會將到手的獵物拖回樹上。用餐時從腹部吃起，常會先吃下獵物的內臟和四肢，剩餘的食物會用厚厚的覆蓋物隱藏起來儲存在樹杈上。
比老虎更獨立，只有在繁殖時才與其他同類碰面。全黑毛色的基因為隱性，不明的原因黑豹的繁殖率比花豹低。","肉食性：小至中型有蹄類動物。
如羚羊、鹿、山羊、家畜、猴子、狒狒…",,,,,,Leopard,花豹,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Leopard/Leopard_Pic01.jpg,花豹,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Leopard/Leopard_Pic02.jpg,花豹,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Leopard/Leopard_Pic03.jpg,花豹,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Leopard/Leopard_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-DtQU7dJ5xunRtGnfRy2pENW,2017/9/29,12
馬來熊,,,,MULTIPOINT ((121.5828868 24.9943343)),熱帶雨林區,,Malayan Sun Bear,Helarctos malayamus,脊索動物門,哺乳綱,食肉目,熊科,,緬甸、馬來半島、蘇門答臘及婆羅州等地,熱帶及亞熱帶的濃密森林,"頭臀100~140公分;尾巴3~7公分;耳4-6公分 肩高70公分;27~65公斤(在自然環境中超過50公斤就算很重) 齒數40 熊科中體型最小的。雌性體重比雄性輕20%。
全身長滿短而有光澤深褐色至黑色的毛，除了靈活的短鼻口毛色較淡(灰色或橘色)，和頸前、胸口上方的一道U形帶橘色的白毛。","夜行性。一夫一妻制成對生活，加上未成熟子女。與其他熊相比體型輕盈，加上大而有力的腳掌及非常彎曲尖銳的爪子，馬來熊很善於爬樹，吃住都在樹上，活動範圍通常離地2~7公尺。
白天通常在樹窩中曬太陽或睡覺，築巢位於樹上以多葉的細枝鋪成一個平臺，在休息之前築成。不冬眠。幼熊出生在地上隱密處。",雜食性：水果，棕櫚、椰子樹心，昆蟲(尤其是白蟻與蜜蜂)，小型哺乳類及鳥類。,,,,,,SunBear,馬來熊,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/SunBear/SunBear_Pic01.jpg,馬來熊,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/SunBear/SunBear_Pic02.jpg,馬來熊,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/SunBear/SunBear_Pic03.jpg,馬來熊,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/SunBear/SunBear_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-DunxPKW9rKNcKSxgbWD5llr,2017/9/29,14
馬來貘,,,,"MULTIPOINT ((121.5827151 24.9963569), (121.5832408 24.9947719))",熱帶雨林區,,Tapir,Tapirus indicus,脊索動物門,哺乳綱,奇蹄目,貘科,CITES Appendix I,分布於東南亞，從緬甸南部到泰國、馬來半島和蘇門答臘。,叢林中近水處或沼澤。海平面到高海拔的林區都有他們的足跡。,體重：可達300公斤；體長：約250公分；尾長：5-10公分；肩高：90-105 公分。鼻長，且鼻端有硬毛可感應環境。前肢四趾，後肢三趾。身體渾圓，皮厚，全身除後段有如穿著肚兜的白色體毛外，其他部位皆呈黑色。小貘出生時，身體有條紋狀的保護色，長大後體色會轉變，雌貘較雄貘大。,"前腳4趾，後腳3趾，是當今最原始的奇蹄類動物。
鼻子十分靈活，除了可以捲食食物外，在水裡也可以伸出水面呼吸。
視力較差，除了靠聽覺及嗅覺來偵察環境外，也會將鼻子貼近地面來感覺週遭是否有危險。
馬來貘平均壽命約20至25年，但是不論是野生或在動物園內的，都有機會活到30歲，3至4歲就會發育成熟。
繁殖期並不固定，約在四到六月之間；而懷孕期約為13個月，每次只生一胎，雌貘兩年才會生一胎。幼貘的哺乳期為三到六個月，出生時幼貘約6.8公斤重。
為獨居的生物，擁有廣大的領域，在與其他貘相接的地帶，會以噴射尿液在植物上的方式來劃清界線，牠們也會發出高頻的聲音來做溝通；而在雨林中緩慢的步行，途經別的貘的領域時，也會留下味道以為記號。
偏向夜行性動物，卻非完全的夜行性動物，是為曙暮性動物",草食性。，如植物的嫩枝芽、樹葉、水果、草及水生植物。,棲所破壞和過度獵捕是二個造成他們危害的主因。棲所破壞主要是因為農業和大量牛隻吃草的結果。,,,,,Tapir,馬來貘,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tapir/Tapir_Pic01.jpg,馬來貘,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tapir/Tapir_Pic02.jpg,馬來貘,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tapir/Tapir_Pic03.jpg,馬來貘,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tapir/Tapir_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-DtjnpvLPFWqCBxSydCHO7HZ,2017/9/29,15
黑天鵝,,,,MULTIPOINT ((121.5840505 24.9940478)),熱帶雨林區,,Black Swan,Cygnus atratus,脊索動物門,鳥綱,雁形目,雁鴨科,CITES、農委會,澳洲，已成功引進紐西蘭,喜愛大型湖泊及水淺的潟湖。非常合群，沒有一定的領域，因此有利於大繁殖群及非繁殖季的聚集。非繁殖期，會出現在各類的水域，包括河流及海岸。,"體長110-140公分，重3.5-9公斤，翼展寬160-200公分。是唯一的羽色為黑色的天鵝。雖然休息時看不出來，但是翼角及外側的初級及次級飛羽白色。瞳孔淺紅色或淺粉紅色。
雌鳥平均體型較小，瞳孔及嘴色較不鮮豔。幼鳥褐色，有淺灰色斑駁狀羽毛，嘴色較淺。","黑天鵝喜愛大型湖泊及水淺的潟湖。非常合群，沒有一定的領域，因此有利於大繁殖群及非繁殖季的聚集。
非繁殖期，會出現在各類的水域，包括河流及海岸。
黑天鵝在漂水植物上或地面上築巢，一窩通常5-6個蛋。",幾乎完全是植物性，覓食各類的水生植物、藻類及水草。食物大致從水面獲得，也會在牧場及積水的田野覓食。,,,,,,Swan,黑天鵝,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Swan/Swan_Pic01.jpg,黑天鵝,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Swan/Swan_Pic02.jpg,黑天鵝,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Swan/Swan_Pic03.jpg,黑天鵝,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Swan/Swan_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-Ds1PW4VehLsajDv-uIlRQ8v,2017/9/29,16
白手長臂猿,,,,"MULTIPOINT ((121.5831550 24.9945482), (121.5817656 24.9980440))",熱帶雨林區;兒童動物區,,White-handed Gibbon,Hylobates lar,脊索動物門,哺乳綱,靈長目,長臂猿科,CITES、農委會,中國雲南、緬甸、印尼、馬來西亞及泰國,低地及山坡的熱帶雨林，高於30公尺的茂密樹冠上,"頭臀45~60公分；無尾；耳3.3~3.7公分；兩臂寬150~160公分，站立75~90公分；體重4~8公斤(雄性5.7公斤，雌性5.3公斤) 齒是32 。
不論雌雄均有淡奶油白色或棕褐色二種色型，但在同一個族群的長臂猿毛色都相同。一圈白毛圍繞著黑色無毛的臉，手與腳為白色。體型纖細，雙臂極長，站立時垂過膝。","日行性，猿類中樹棲性最強(屬名Hylobates的意思是“在樹上行走的動物"")，身體輕盈，四肢靈活，一生大部份時間都在30~45公尺高的林地上空活動。雙手交替抓著樹枝攀緣行進，在林中飛 躍。
睡覺不築巢，捲成一團靠在樹枝上入睡。每個家庭佔有自己的領域，與其他家庭保持一定距離，稍有接近就會以響亮的吼聲發出警 告，以吵鬧代替真的戰鬥。無論是雄猿或雌猿都對同屬一群的同性成員懷有妒忌心理，因此年輕長臂猿一旦性成熟，就會招來同性父母的敵意，並被迫離群獨自謀生。
善於鳴叫，群體有呼應齊鳴的習性，每天清晨特別聲 響，進行集體大合唱。雄性的叫聲比較簡短，雌性的較長(14~20秒)。覓食多在早晨和下午，中午天氣炎熱時便在樹蔭濃密處休息。",雜食性：以水果為主(如無花果，芒果，葡萄，李子)，也吃樹葉，以及少許昆蟲、蛋、小型脊椎動物。,,,,,,Gibbon,白手長臂猿,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Gibbon/Gibbon_Pic01.jpg,白手長臂猿,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Gibbon/Gibbon_Pic02.jpg,白手長臂猿,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Gibbon/Gibbon_Pic03.jpg,白手長臂猿,http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Gibbon/Gibbon_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-DvQU4K7MU-vcHEyKrlqPlKW,2017/9/29,17
家鴨,,,,MULTIPOINT ((121.5820804 24.9988648)),兒童動物區,家禽,Domestic Duck,Anas platyrhynchos,脊索動物門,鳥綱,雁形目,鴨科,,,,,,,,,,,,Duck,家鴨,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Duck/Duck_Pic01.jpg,家鴨,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Duck/Duck_Pic02.jpg,家鴨,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Duck/Duck_Pic03.jpg,家鴨,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Duck/Duck_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-DvtWl8HQTuAIyAaNDp4nwRr,2017/9/29,18
家雞,,,,MULTIPOINT ((121.5820804 24.9988648)),兒童動物區,家禽,Domestic Chicken,,脊索動物門,鳥綱,雞形目,雉雞科,,全世界,,"公雞有神氣的大型雞冠，羽毛顏色光鮮亮麗，長尾羽。3 趾往前，1 趾往後，腳後有距，是打鬥踢腳時的武器。
母雞擔任孵蛋的重任，羽毛顏色較暗淡樸素，避免被敵人發現；用乾草、羽毛等築巢，生蛋後用體溫孵蛋約三週，小雞就會破殼而出。",,種子、果實、昆蟲、蚯蚓等,,,,,,Chicken,家雞,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Chicken/Chicken_Pic01.jpg,家雞,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Chicken/Chicken_Pic02.jpg,家雞,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Chicken/Chicken_Pic03.jpg,家雞,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Chicken/Chicken_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-DsOSuPUDA9w9K5Wx9JMJwXQ,2017/9/29,19
家鵝,,,,MULTIPOINT ((121.5820804 24.9988648)),兒童動物區,家禽,,,脊索動物門,鳥綱,,,,,,,,,,,,,,Goose,家鵝,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Goose/Goose_Pic01.jpg,家鵝,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Goose/Goose_Pic02.jpg,家鵝,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Goose/Goose_Pic03.jpg,家鵝,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Goose/Goose_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-Ds6fG53FCWbQlo-daOiy1C2,2017/9/29,20
天竺鼠,,,,,,,Guinea Pig,Cavia porcellus,脊索動物門,哺乳綱,囓齒目,豚鼠科,,南美洲,在岩石地或草地活動,,"會挖地洞，警覺性高。
◎喜歡成群活動。
◎用各種不同的叫聲表達牠們的情緒或警戒。",草食性,,"◎歐洲人第一次到南美洲發現當地人飼養馴化的天竺鼠，   貿易商把牠帶回歐洲，現已成為全世界最普遍的寵物。
◎牠是有名的實驗動物，很多醫學或生物實驗都少不了牠，    對人類的貢獻非常大。",,,,GuineaPigs,天竺鼠,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/GuineaPigs/GuineaPigs_Pic01.jpg,天竺鼠,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/GuineaPigs/GuineaPigs_Pic02.jpg,天竺鼠,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/GuineaPigs/GuineaPigs_Pic03.jpg,天竺鼠,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/GuineaPigs/GuineaPigs_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-DsR7cooXudHf9WFk9ZMvfsA,2017/9/29,21
北美土撥鼠,,,,,,,North American Wood-chuck,Marmota monax,脊索動物門,哺乳綱,囓齒目,松鼠科,,加拿大及美國,,北美撥鼠重約二磅，從頭至尾約有14至17吋長，前足有很長的爪子，適合挖土，耳朵很小，眼睛長在靠頭頂部位，這種眼睛很利於從洞穴裏鑽出來偷看人家而不被發覺。,"掘穴而居，部落之間界限分明，有清楚的社會組織，能改變環境以利居住，甚至能夠控制鼠口密度，教育下一代。

美撥鼠之間的關係敵友分明。同一社區的成員經常保持良好關係，當兩隻撥鼠路上相遇時，牠們就會抬起頭來看看對方，然後摟在一起，張開口來，親吻一番。接吻除了可增進社區內成員的感情之外，也被用來作為識別敵友的方式，當兩隻不同的撥鼠在邊境相遇時，或不是在邊界相遇但對對方身份有所懷疑的時候，兩隻撥鼠就會匍匐前進，一直到嘴碰到嘴，然後停下來辦認一番，當發現對方是敵人時爭端便開始。
",主食為草、榖類及昆蟲,,"據說北美土撥鼠會在每年2月2日這一天走出土洞，看看有沒有自己的影子，如果天氣晴朗，看得到影子，表示冬天還會延續六週，牠就會再回地洞冬眠；反之如果是陰天看不到自己的影子，土撥鼠就開始活動，表示今年春天提早來到，美國東北部的居民將這天訂為土撥鼠日，舉行慶祝活動。
本園的北美土撥鼠是由臺大肝炎研究中心移入飼養，希望借助動物園的專長來繁殖北美土撥鼠。因為北美土撥鼠感染B肝病毒的病程跟人類很像，藉此研發治療慢性B型肝炎及肝癌的藥物，對人類肝癌患者提供更好的醫療方法。
遇危險會發出尖銳的口哨聲警告，因此又被稱為""口哨豬""。",,,,Groundhog,北美土撥鼠,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Groundhog/Groundhog_Pic01.jpg,北美土撥鼠,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Groundhog/Groundhog_Pic02.jpg,北美土撥鼠,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Groundhog/Groundhog_Pic03.jpg,北美土撥鼠,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Groundhog/Groundhog_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-Dsix0N2N4yTkoPECSbnFr3P,2017/9/29,22
羊駝,,,,MULTIPOINT ((121.5827215 24.9986011)),兒童動物區,,Alpaca,Lama pacos,脊索動物門,哺乳綱,偶蹄目,駱駝科,,南美洲,4800公尺高的安地斯山脈,成年雄獸肩高約90-100公分，體長約200公分，重70-90公斤。外型像綿羊頸部較長。,為了適應高山稀薄空氣，血液裡具有特殊的紅血球可以幫助得到足夠的氧氣。,草食性,,"被視為是野生原駝的後裔，，和駱馬、原駝、瘦駝之間有著密切的親戚關係，彼此可以雜交並生下有繁殖能力的後代，通常每胎只生1隻。
大約5千年前，羊駝馴養成為家畜，印加王族們穿著羊駝編織的衣服，因為毛質佳，所以成為最具商業價值的家畜。此外牠們的肉、皮和乳也被人們利用。",,,,Alpaca,羊駝,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Alpaca/Alpaca_Pic01.jpg,羊駝,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Alpaca/Alpaca_Pic02.jpg,羊駝,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Alpaca/Alpaca_Pic03.jpg,羊駝,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Alpaca/Alpaca_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-Dv3XClVaHGKRgHYVJ99LD4T,2017/9/29,24
長鼻浣熊,,,,MULTIPOINT ((121.5823621 24.9992732)),兒童動物區,,South American coati,Nasua nasua,脊索動物門,哺乳綱,食肉目,浣熊科,,南美洲熱帶地區；從委內瑞拉、哥倫比亞、厄瓜多到烏拉圭及阿根廷北部。,,,日行性，善長爬樹和遊泳，在樹林間活動時尾巴有平衡作用。大部分時間會利用靈活的鼻子在落葉或碎石堆中翻找食物。牠們偶爾會破壞農作物，但在控制生態系中害蟲的數量上及對於傳播某些植物的種子，扮演十分重要的角色。雖然名叫浣熊但長相不同於北美浣熊，也沒有將食物拿到水裡浸泡搓揉的習性。,雜食性；水果、無脊椎動物、小型哺乳動物,,,,,,Coati,長鼻浣熊,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Coati/Coati_Pic01.jpg,長鼻浣熊,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Coati/Coati_Pic02.jpg,長鼻浣熊,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Coati/Coati_Pic03.jpg,長鼻浣熊,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Coati/Coati_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-Du96uvTMa8UFbHvxebO-y4d,2017/9/29,27
家兔(馴化兔),,,,,,,Domestic Rabbit,Oryctolagus cuniculus,脊索動物門,哺乳綱,兔形目,兔科,,,,"兔子的聽力非常好，長耳朵還有散熱的功能。通常熱帶地區野生兔子的耳朵就比寒帶地區的大。
長耳、絨毛和短尾是兔子給人的印象。其實家兔的外觀無論毛的顏色和樣式、體型大小、耳朵形式等都有不同。","野兔是所有家兔的祖先。
兔子屬於食物鏈的初級消費者，是食肉動物捕食的對象；通常這些動物會以快速、大量等繁殖方式為族群的生存之道。
兔子的繁殖非常快，懷孕約30天就可以生下5至6隻兔寶寶，一年可以生好幾次。
家兔被人類馴化、育種已超過1000年，在人類熱中航海探索的年代，原本食用的家兔，被帶到一些島嶼。結果快速大量繁殖，加上天敵少，造成島嶼生態系嚴重的浩劫。",在野外主要吃草和植物的根、莖、葉；圈養下會吃葉類和根莖類蔬菜、穀類等。,,"Q:為什麼兔子會吃自己的糞便呢？
A:兔子吃新鮮的葉子和草，卻沒辦法完全消化，所以兔子會趁熱吃掉自己軟軟的便便，讓它再消化一次。",,,,Rabbit,家兔(馴化兔),http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Rabbit/Rabbit_Pic01.jpg,家兔(馴化兔),http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Rabbit/Rabbit_Pic02.jpg,家兔(馴化兔),http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Rabbit/Rabbit_Pic03.jpg,家兔(馴化兔),http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Rabbit/Rabbit_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-Du3KLC8dANN8PeZxIrY1Xo1,2017/9/29,28
家驢,,,,MULTIPOINT ((121.5823366 24.9995479)),兒童動物區,,Domestic Donkey,Equus asinus,脊索動物門,哺乳綱,奇蹄目,馬科,,野生驢只在北非和阿拉伯半島，馴化驢則全世界都有。,,大頭、長耳朵、像牛尾的尾巴。有白、黑、灰褐、斑點、條紋等毛色的變化。,"受到驚嚇時不會像馬四處衝撞，只會不動或稍微移動，確定到底發生什麼事情。個性小心謹慎，只要牠覺得危險就會拒絕去做。但馴化的家驢則會非常順從的接受合理的命令。
家驢會和牧場裡的其他動物良性互動。例如驢有極力護幼的天性，所以常會被馴練來保護綿羊、山羊等，即使威脅者是大型犬，甚至人類，也會毫不猶豫發動攻擊。",,,"來幫家驢 梳梳毛
家驢會和牧場裡的其他動物良性互動。例如驢有極力護幼的天性，所以常會被馴練來保護綿羊、山羊等，即使威脅者是大型犬，甚至人類，也會毫不猶豫發動攻擊。驢的平和真誠性情，對緊張、受傷或衰弱的動物產生減壓的特效。這種性情，也非常適合成為孩童或是身心障礙者的騎乘良伴。
驢不是固執而是小心謹慎，只要牠覺得危險就會拒絕去做。但馴化的家驢則會非常順從的接受合理的命令。
驢受到驚嚇時不會像馬四處衝撞，只會不動或稍微移動，確定到底發生什麼事情。
",,,,Donkey,家驢,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Donkey/Donkey_Pic01.jpg,家驢,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Donkey/Donkey_Pic02.jpg,家驢,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Donkey/Donkey_Pic03.jpg,家驢,http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Donkey/Donkey_Pic04.jpg,,,,,,,,,,,https://www.youtube.com/playlist?list=PLWYak5Af5-DsK9l8S1U03MyFLVGHyKKPw,2017/9/29,30
